School Number,Board Number,School Name,School Type,School Level,Phone Number,School Website
107328,B66052,Churchill Public School,Public,Elementary,416-395-2200,http://schoolweb.tdsb.on.ca/churchill
901474,B66052,City School,Public,Secondary,416-393-1470,http://www.cityschooltoronto.com
107808,B66052,City View Alternative Senior School,Public,Elementary,416-393-8708,http://schoolweb.tdsb.on.ca/cityview
107948,B66052,Claireville Junior School,Public,Elementary,416-394-7500,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=2067&Status=L
107972,B66052,Clairlea Public School,Public,Elementary,416-396-6165,http://schoolweb.tdsb.on.ca/clairlea
084352,B66052,Claude Watson School for the Arts,Public,Elementary,416-395-3180,http://www.claudewatson.org
111740,B66052,Cliffside Public School,Public,Elementary,416-396-6170,http://schoolweb.tdsb.on.ca/cliffside/
111775,B66052,Cliffwood Public School,Public,Elementary,416-395-2230,http://schoolweb.tdsb.on.ca/cliffwood
113174,B66052,Clinton Street Junior Public School,Public,Elementary,416-393-9155,http://schoolweb.tdsb.on.ca/clintonstreet
902640,B66052,Contact Alternative School School,Public,Secondary,416-393-1455,http://www.alt9.ca
123056,B66052,Cordella Junior Public School,Public,Elementary,416-394-2258,http://schoolweb.tdsb.on.ca/cordella
123315,B66052,Cornell Junior Public School,Public,Elementary,416-396-6175,http://schoolweb.tdsb.on.ca/cornell
125008,B66052,Corvette Junior Public School,Public,Elementary,416-396-6180,http://schoolweb.tdsb.on.ca/corvette
125130,B66052,Cosburn Middle School,Public,Elementary,416-396-2335,http://schoolweb.tdsb.on.ca/cosburn
125393,B66052,Cottingham Junior Public School,Public,Elementary,416-393-1895,http://schoolweb.tdsb.on.ca/cottingham
125520,B66052,Courcelette Public School,Public,Elementary,416-396-6185,http://schoolweb.tdsb.on.ca/courcelette/
127680,B66052,Crescent Town Elementary School,Public,Elementary,416-396-2340,http://schoolweb.tdsb.on.ca/crescenttown
127736,B66052,Cresthaven Public School,Public,Elementary,416-395-2240,http://schoolweb.tdsb.on.ca/cresthavenps
127884,B66052,Crestview Public School,Public,Elementary,416-395-2250,http://schoolweb.tdsb.on.ca/crestview
411264,B66052,Cummer Valley Middle School,Public,Elementary,416-395-2260,http://schoolweb.tdsb.on.ca/cummervalley
413470,B66052,D A Morrison Middle School,Public,Elementary,416-396-2400,http://schoolweb.tdsb.on.ca/damorrison/
133060,B66052,Dallington Public School,Public,Elementary,416-395-2270,http://schoolweb.tdsb.on.ca/dallington
903469,B66052,Danforth Collegiate Institute and Technical School,Public,Secondary,416-393-0620,http://www.danforthcti.com
133582,B66052,Danforth Gardens Public School,Public,Elementary,416-396-6190,http://schoolweb.tdsb.on.ca/danforthgardens
134627,B66052,David Hornell Junior School,Public,Elementary,416-394-7690,http://schoolweb.tdsb.on.ca/davidhornell
134848,B66052,David Lewis Public School,Public,Elementary,416-396-5810,http://schoolweb.tdsb.on.ca/davidlewis/
903590,B66052,David and Mary Thomson Collegiate Institute,Public,Secondary,416-396-5525,http://www.thomsoncollegiate.ca
135011,B66052,Davisville Junior Public School,Public,Elementary,416-393-0570,http://schoolweb.tdsb.on.ca/davisville
135534,B66052,Daystrom Public School,Public,Elementary,416-395-2280,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=3090&Status=L
135798,B66052,Deer Park Junior and Senior Public School,Public,Elementary,416-393-1550,http://schoolweb.tdsb.on.ca/deerpark/
892483,B66052,Delphi Secondary Alternative School,Public,Secondary,,http://schoolweb.tdsb.on.ca/delphi
138975,B66052,Delta Senior Alternative School,Public,Elementary,416-393-9730,http://schoolweb.tdsb.on.ca/delta
137030,B66052,Denlow Public School,Public,Elementary,416-395-2300,http://schoolweb.tdsb.on.ca/denlow/
137090,B66052,Dennis Avenue Community School,Public,Elementary,416-394-2311,http://schoolweb.tdsb.on.ca/dennis
139041,B66052,Derrydown Public School,Public,Elementary,416-395-2310,http://schoolweb.tdsb.on.ca/derrydown
139955,B66052,Dewson Street Junior Public School,Public,Elementary,416-393-9120,http://schoolweb.tdsb.on.ca/dewson
448052,B66052,Diefenbaker Elementary School,Public,Elementary,416-396-2350,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=1154
140996,B66052,Dixon Grove Junior Middle School,Public,Elementary,416-394-7940,http://www.tdsb.on.ca/schools/index.asp?schno=2035
904112,B66052,Don Mills Collegiate Institute,Public,Secondary,416-395-3190,http://schoolweb.tdsb.on.ca/donmillsci
141380,B66052,Don Mills Middle School,Public,Elementary,416-395-2320,http://schoolweb.tdsb.on.ca/donmillsmiddle
141410,B66052,Don Valley Middle School,Public,Elementary,416-395-3010,http://schoolweb.tdsb.on.ca/donvalleyjhs
141640,B66052,Donview Middle School,Public,Elementary,416-395-2330,http://schools.tdsb.on.ca/donviewms/
141771,B66052,Donwood Park Public School,Public,Elementary,416-396-6201,http://www.donwoodpark.ca
142816,B66052,Dorset Park Public School,Public,Elementary,416-396-6205,http://schoolweb.tdsb.on.ca/dorsetpark
145548,B66052,Dovercourt Public School,Public,Elementary,416-393-9220,http://schoolweb.tdsb.on.ca/dovercourt
146978,B66052,Downsview Public School,Public,Elementary,416-395-2340,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=3094
904635,B66052,Downsview Secondary School,Public,Secondary,416-395-3200,http://schoolweb.tdsb.on.ca/downsview
014001,B66052,Downtown Alternative School,Public,Elementary,416-393-1882,http://schoolweb.tdsb.on.ca/downtownalt/
491997,B66052,Downtown Vocal Music Academy of Toronto,Public,Elementary,416-393-1340,http://schoolweb.tdsb.on.ca/vocalmusicacademyryerson/home.aspx
147605,B66052,Dr Marion Hilliard Senior Public School,Public,Elementary,416-396-6195,http://schoolweb.tdsb.on.ca/drmarionhilliard
937592,B66052,Dr Norman Bethune Collegiate Institute,Public,Secondary,416-396-8200,http://www.bethuneci.com
465739,B66052,Dr. Rita Cox – Kina Minogok Public School,Public,Elementary,416-393-9200,http://schoolweb.tdsb.on.ca/queenvictoria
922706,B66052,Drewry Secondary School,Public,Secondary,416-395-3260,http://schoolweb.tdsb.on.ca/drewry
149055,B66052,Driftwood Public School,Public,Elementary,416-395-2350,http://schoolweb.tdsb.on.ca/driftwood
612634,B66052,Dublin Heights Elementary and Middle School,Public,Elementary,416-395-2360,http://schoolweb.tdsb.on.ca/dublinheights/
151653,B66052,Duke of Connaught Junior and Senior Public School,Public,Elementary,416-393-9455,http://schoolweb.tdsb.on.ca/dukeconnaught
153214,B66052,Dundas Junior Public School,Public,Elementary,416-393-9565,http://schoolweb.tdsb.on.ca/dundas
153478,B66052,Dunlace Public School,Public,Elementary,416-395-2370,http://schoolweb.tdsb.on.ca/dunlace
157635,B66052,Earl Beatty Junior and Senior Public School,Public,Elementary,416-393-9070,http://schoolweb.tdsb.on.ca/earlbeatty
157899,B66052,Earl Grey Senior Public School,Public,Elementary,416-393-9545,http://schoolweb.tdsb.on.ca/earlgrey
158020,B66052,Earl Haig Public School,Public,Elementary,416-393-1640,http://schoolweb.tdsb.on.ca/earlhaigps
906450,B66052,Earl Haig Secondary School,Public,Secondary,416-395-3210,http://www.earlhaig.ca
156132,B66052,East Alternative School of Toronto,Public,Elementary,416-393-8442,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=5290
906875,B66052,East York Alternative Secondary School,Public,Secondary,416-396-2925,http://schoolweb.tdsb.on.ca/eastyorkalternative
906840,B66052,East York Collegiate Institute,Public,Secondary,416-396-2355,http://schoolweb.tdsb.on.ca/eastyork
907103,B66052,Eastdale Collegiate Institute,Public,Secondary,416-393-9630,http://schoolweb.tdsb.on.ca/eastdaleci/Home.aspx
164399,B66052,Eastview Public School,Public,Elementary,416-396-6210,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=4450
164780,B66052,Eatonville Junior School,Public,Elementary,416-394-7040,http://schoolweb.tdsb.on.ca/eatonville/
165824,B66052,Edgewood Public School,Public,Elementary,416-396-6215,http://schoolweb.tdsb.on.ca/edgewood
167517,B66052,Eglinton Junior Public School,Public,Elementary,416-393-9315,http://schoolweb.tdsb.on.ca/eglinton
171026,B66052,Elia Middle School,Public,Elementary,416-395-3020,http://schoolweb.tdsb.on.ca/elia
171280,B66052,Elizabeth Simcoe Junior Public School,Public,Elementary,416-396-6220,http://schools.tdsb.on.ca/elizabethsimcoe
173363,B66052,Elkhorn Public School,Public,Elementary,416-395-9500,http://schoolweb.tdsb.on.ca/elkhorn
173495,B66052,Ellesmere-Statton Public School,Public,Elementary,416-396-6225,http://schoolweb.tdsb.on.ca/ellesmere
176796,B66052,Elmbank Junior Middle Academy,Public,Elementary,416-394-7560,http://schoolweb.tdsb.on.ca/elmbank/
177261,B66052,Elmlea Junior School,Public,Elementary,416-394-7910,http://schoolweb.tdsb.on.ca/elmlea
908665,B66052,Emery Collegiate Institute,Public,Secondary,416-395-3220,http://schoolweb.tdsb.on.ca/emeryci/
954167,B66052,Emery EdVance Secondary School,Public,Secondary,416-395-3225,http://www.twitter.com/EmeryAdult
329134,B66052,Emily Carr Public School,Public,Elementary,416-396-6230,http://www.tdsb.on.ca/SchoolWeb/_site/viewitem.asp?siteid=10162&pageid=10027&menuid=11372
126195,B66052,Equinox Holistic Alternative School,Public,Elementary,416-393-8274,http://www.tdsb.on.ca/schools/index.asp?schno=5903
185680,B66052,Ernest Public School,Public,Elementary,416-395-2380,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=3111
186759,B66052,Essex Junior and Senior Public School,Public,Elementary,416-393-0717,http://essexpublicschool.com
909572,B66052,Etobicoke Collegiate Institute,Public,Secondary,416-394-7840,http://www.etobicokeci.ca
909602,B66052,Etobicoke School of the Arts,Public,Secondary,416-394-6910,http://esainfo.ca
924246,B66052,Etobicoke Secondary Alternative School,Public,Secondary,,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=2906
190780,B66052,F H Miller Junior Public School,Public,Elementary,416-394-2336,http://schoolweb.tdsb.on.ca/fhmiller
361348,B66052,Fairbank Memorial Community School,Public,Elementary,416-394-2333,http://schoolweb.tdsb.on.ca/fairbankmemorial
190918,B66052,Fairbank Public School,Public,Elementary,416-394-2323,http://schoolweb.tdsb.on.ca/fairbank
191485,B66052,Fairglen Junior Public School,Public,Elementary,416-396-6235,http://schoolweb.tdsb.on.ca/fairglen
191957,B66052,Fairmount Public School,Public,Elementary,416-396-6240,http://schoolweb.tdsb.on.ca/fairmount
193518,B66052,Faywood Arts-Based Curriculum School,Public,Elementary,416-395-2390,http://schoolweb.tdsb.on.ca/faywood
195073,B66052,Fenside Public School,Public,Elementary,416-395-2400,http://schoolweb.tdsb.on.ca/fenside
195464,B66052,Fern Avenue Junior and Senior Public School,Public,Elementary,416-393-9130,http://fernavenuepublicschool.blogspot.com/
196371,B66052,Finch Public School,Public,Elementary,416-395-2410,http://schoolweb.tdsb.on.ca/finch
196550,B66052,Firgrove Public School,Public,Elementary,416-395-2420,http://schoolweb.tdsb.on.ca/firgrove/
197319,B66052,Fisherville Senior Public School,Public,Elementary,416-395-3030,http://schoolweb.tdsb.on.ca/fisherville
198781,B66052,Fleming Public School,Public,Elementary,416-396-6862,http://schoolweb.tdsb.on.ca/fleming/
198846,B66052,Flemington Public School,Public,Elementary,416-395-2430,http://schoolweb.tdsb.on.ca/flemington
910481,B66052,Forest Hill Collegiate Institute,Public,Secondary,416-393-1860,http://www.fhci.net
286850,B66052,Forest Hill Junior and Senior Public School,Public,Elementary,416-393-9335,http://schoolweb.tdsb.on.ca/foresthillps
201510,B66052,Forest Manor Public School,Public,Elementary,416-395-2440,http://schoolweb.tdsb.on.ca/forestmanor
911070,B66052,Frank Oke Secondary School,Public,Secondary,416-394-3158,http://www.tdsb.on.ca/SchoolWeb/_site/viewitem.asp?siteid=10027&pageid=6892&menuid=7898
203262,B66052,Frankland Community School Junior,Public,Elementary,416-393-9720,http://schoolweb.tdsb.on.ca/frankland
511195,B66052,Fraser Mustard Early Learning Academy,Public,Elementary,416-396-3050,http://schoolweb.tdsb.on.ca/frasermustard
207942,B66052,Galloway Road Public School,Public,Elementary,416-396-6245,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=4486
020486,B66052,Garden Avenue Junior Public School,Public,Elementary,416-393-9165,http://schools.tdsb.on.ca/gardenave
210714,B66052,Gateway Public School,Public,Elementary,416-397-2970,http://schoolweb.tdsb.on.ca/gateway
211060,B66052,General Brock Public School,Public,Elementary,416-396-6250,http://schoolweb.tdsb.on.ca/generalbrock
211320,B66052,General Crerar Public School,Public,Elementary,416-396-6255,http://schoolweb.tdsb.on.ca/generalcrerar
211451,B66052,General Mercer Junior Public School,Public,Elementary,416-393-1414,http://schoolweb.tdsb.on.ca/generalmercerjps
211842,B66052,George Anderson Public School,Public,Elementary,416-395-5000,http://sites.google.com/a/tdsb.on.ca/gaps/
211974,B66052,George B Little Public School,Public,Elementary,416-396-6260,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=4504
212750,B66052,George P Mackie Junior Public School,Public,Elementary,416-396-6265,http://schoolweb.tdsb.on.ca/georgemackie
212881,B66052,George Peck Public School,Public,Elementary,416-396-6270,http://sites.google.com/tdsb.on.ca/georgepeck/home
213144,B66052,George R Gauld Junior School,Public,Elementary,416-394-7830,http://schoolweb.tdsb.on.ca/georgergauld
912301,B66052,George S Henry Academy,Public,Secondary,416-395-3240,http://schoolweb.tdsb.on.ca/georgeshenry
213403,B66052,George Syme Community School,Public,Elementary,416-394-2340,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=6137
213535,B66052,George Webster Elementary School,Public,Elementary,416-396-2375,http://schoolweb.tdsb.on.ca/georgewebster
912360,B66052,Georges Vanier Secondary School,Public,Secondary,416-395-3250,http://schoolweb.tdsb.on.ca/georgesvanier
216003,B66052,Givins/Shaw Junior Public School,Public,Elementary,416-393-1240,http://www.givinsshaw.com
216402,B66052,Glamorgan Junior Public School,Public,Elementary,416-396-6275,http://schoolweb.tdsb.on.ca/glamorgan
216780,B66052,Gledhill Junior Public School,Public,Elementary,416-393-1745,http://schoolweb.tdsb.on.ca/gledhill
216917,B66052,Glen Ames Senior Public School,Public,Elementary,416-393-1800,http://schoolweb.tdsb.on.ca/glenames
217697,B66052,Glen Park Public School,Public,Elementary,416-395-2460,http://www.glenpark.ca
217824,B66052,Glen Ravine Junior Public School,Public,Elementary,416-396-6280,http://schoolweb.tdsb.on.ca/glenravine
220345,B66052,Glenview Senior Public School,Public,Elementary,416-393-9390,http://schoolweb.tdsb.on.ca/glenview
221597,B66052,Golf Road Junior Public School,Public,Elementary,416-396-6285,http://schoolweb.tdsb.on.ca/golfroad
529567,B66052,Gordon A Brown Middle School,Public,Elementary,416-396-2440,http://schoolweb.tdsb.on.ca/gordonabrown
223158,B66052,Gosford Public School,Public,Elementary,416-395-2470,http://schoolweb.tdsb.on.ca/gosford/
225622,B66052,Gracedale Public School,Public,Elementary,416-395-2480,http://schoolweb.tdsb.on.ca/gracedale
225886,B66052,Gracefield Public School,Public,Elementary,416-395-2490,http://schoolweb.tdsb.on.ca/gracefield
229580,B66052,Greenholme Junior Middle School,Public,Elementary,416-394-7700,http://schoolweb.tdsb.on.ca/greenholme/
229652,B66052,Greenland Public School,Public,Elementary,416-395-2500,http://schoolweb.tdsb.on.ca/greenland
943940,B66052,Greenwood Secondary School,Public,Secondary,416-393-0744,http://greenwoodsecondary.com/
230820,B66052,Grenoble Public School,Public,Elementary,416-397-2900,http://schoolweb.tdsb.on.ca/grenoble
232262,B66052,Grey Owl Junior Public School,Public,Elementary,416-396-6290,http://www.tdsb.on.ca/SchoolWeb/_site/viewitem.asp?siteid=10170&pageid=10171&menuid=11529
232904,B66052,Guildwood Junior Public School,Public,Elementary,416-396-6295,http://schoolweb.tdsb.on.ca/guildwood
233161,B66052,Gulfstream Public School,Public,Elementary,416-395-2520,http://www.tdsb.on.ca/SchoolWeb/_site/viewitem.asp?siteid=10416&pageid=19733&menuid=22743
236675,B66052,H A Halbert Junior Public School,Public,Elementary,416-396-6300,http://www.HalbertJPS.ca
551325,B66052,H J Alexander Community School,Public,Elementary,416-394-2359,http://schoolweb.tdsb.on.ca/hjalexander
915688,B66052,Harbord Collegiate Institute,Public,Secondary,416-393-1650,http://schoolweb.tdsb.on.ca/harbordci/
245380,B66052,Harrison Public School,Public,Elementary,416-395-2530,http://schoolweb.tdsb.on.ca/harrison
249807,B66052,Harwood Public School,Public,Elementary,416-394-2350,http://schoolweb.tdsb.on.ca/harwood
237655,B66052,Hawthorne II Bilingual Alternative Junior School,Public,Elementary,416-393-0727,http://www.hawthorne2bilingual.com/
252271,B66052,Heather Heights Junior Public School,Public,Elementary,416-396-6305,http://schoolweb.tdsb.on.ca/heatherheights
252816,B66052,Henry Hudson Senior Public School,Public,Elementary,416-396-6310,http://schoolweb.tdsb.on.ca/henryhudson/Home
252832,B66052,Henry Kelsey Senior Public School,Public,Elementary,416-396-6315,http://schoolweb.tdsb.on.ca/henrykelsey
253405,B66052,Heritage Park Public School,Public,Elementary,416-396-6207,http://schoolweb.tdsb.on.ca/heritagepark/
