School Number,Board Number,School Name,School Type,School Level,Street,Municipality,City,Province,Postal Code,Fax Number,Latitude,Longitude,Phone Number,School Website
839397,B67024,St. André,Catholic,Elementary,13765 St. Gregory's,Tecumseh,Tecumseh,Ontario,N8N1K3,,42.31441,-82.8583,519-735-4583,http://www.wecdsb.on.ca/standre
718018,B67024,St. Michael's Adult High School,Catholic,Secondary,477 Detroit St.,Windsor,Windsor,Ontario,N9C2P6,519-946-3766,42.30261,-83.0718,519-946-3761,https://sites.google.com/a/catholicboard.ca/stmikesadultportal/
859575,B67024,Stella Maris Catholic School,Catholic,Elementary,140 Girard St,Amherstburg,Amherstburg,Ontario,N9V2X3,519-736-1144,42.11563,-83.1067,519-736-6408,https://sites.google.com/a/catholicboard.ca/sm-portal/
866008,B67024,W J Langlois Catholic School,Catholic,Elementary,3110 Rivard Ave,Windsor,Windsor,Ontario,N8T2J2,519-974-7907,42.29413,-82.9524,519-948-9122,http://www.wecdsb.on.ca/langlois
686263,B67075,All Saints Catholic Elementary School,Catholic,Elementary,130 Castlemore Ave,Markham,Unionville,Ontario,L6C2P9,905-887-2019,43.89633,-79.3075,905-887-8780,http://ast.ycdsb.ca
763560,B67075,Blessed Chiara Badano Catholic Elementary School,Catholic,Elementary,55 Meridian Drive,Whitchurch - Stouffville,Stouffville,Ontario,L4A4X5,,43.98152,-79.25821,905-713-1211,
689777,B67075,Blessed Scalabrini Catholic Elementary School,Catholic,Elementary,290 York Hill Blvd,Vaughan,Thornhill,Ontario,L4J3B6,905-886-0038,43.7995,-79.441,905-886-3272,http://bsi.ycdsb.ca/
874361,B67075,Blessed Trinity Catholic Elementary School,Catholic,Elementary,230 Hawker Rd,Aurora,Maple,Ontario,L6A2R2,905-303-7152,43.84395,-79.5252,905-303-7150,http://bty.ycdsb.ca/
693820,B67075,Canadian Martyrs Catholic Elementary School,Catholic,Elementary,170 London Rd,Newmarket,Newmarket,Ontario,L3Y6R5,905-895-9173,44.06412,-79.4743,905-895-8530,http://cms.ycdsb.ca/
728632,B67075,Cardinal Carter Catholic Secondary School,Catholic,Secondary,210 Bloomington Rd W,Aurora,Aurora,Ontario,L4G3G9,905-727-9568,43.96156,-79.4664,905-727-2455,http://cch.ycdsb.ca/
696919,B67075,Christ the King Catholic Elementary School,Catholic,Elementary,329 Valleymede Dr,Richmond Hill,Richmond Hill,Ontario,L4B2E1,905-771-9725,43.85763,-79.3968,905-771-6036,http://ctk.ycdsb.ca
705470,B67075,Corpus Christi Catholic Elementary School,Catholic,Elementary,35 Squire Dr,Richmond Hill,Richmond Hill,Ontario,L4S1C6,905-770-9596,43.89738,-79.4381,905-770-8713,http://cci.ycdsb.ca/
703672,B67075,Divine Mercy Catholic Elementary School,Catholic,Elementary,251 Melville Ave,Vaughan,Maple,Ontario,L6A1Z1,905-832-8804,43.85748,-79.5327,905-832-2555,http://dmy.ycdsb.ca/
849901,B67075,Father Bressani Catholic High School,Catholic,Secondary,250 Ansley Grove Rd,Vaughan,Woodbridge,Ontario,L4L3W4,905-851-9638,43.79856,-79.5635,905-851-6643,http://fbh.ycdsb.ca
856052,B67075,Father Frederick McGinn Catholic Elementary School,Catholic,Elementary,61 Brockdale St,Richmond Hill,Richmond Hill,Ontario,L4E4W2,905-223-8770,43.93485,-79.4776,905-223-8767,http://ffm.ycdsb.ca/
706540,B67075,Father Henri J M Nouwen Catholic Elementary School,Catholic,Elementary,121 Larratt Lane,Richmond Hill,Richmond Hill,Ontario,L4C0E6,905-884-4598,43.89337,-79.4622,905-884-8086,http://fhn.ycdsb.ca/
710024,B67075,Father John Kelly Catholic Elementary School,Catholic,Elementary,9350 Keele St,Vaughan,Maple,Ontario,L6A1P4,905-832-5807,43.84027,-79.5092,905-832-5353,http://fjk.ycdsb.ca/
706809,B67075,Father Michael McGivney Catholic High School,Catholic,Secondary,5300 14th Ave,Markham,Markham,Ontario,L3S3K8,905-472-4976,43.84971,-79.2784,905-472-4961,http://fmmh.ycdsb.ca/
708062,B67075,Good Shepherd Catholic Elementary School,Catholic,Elementary,19112 2nd Concession Road RR 1,East Gwillimbury,East Gwillimbury,Ontario,L9N0H2,905-895-0304,44.09797,-79.4688,905-895-0303,http://gsd.ycdsb.ca/
688745,B67075,Guardian Angels,Catholic,Elementary,200 Lawford Road,Vaughan,Vaughan,Ontario,L4H0Z5,,43.84863,-79.5686,905-303-5441,http://gna.ycdsb.ca/
720488,B67075,Holy Cross Catholic Academy High School,Catholic,Secondary,7501 Martin Grove Rd,Vaughan,Woodbridge,Ontario,L4L9E4,905-851-4207,43.7692,-79.60755,905-851-6699,http://hocr.ycdsb.ca/
716995,B67075,Holy Jubilee Catholic Elementary School,Catholic,Elementary,400 St Joan of Arc Ave,Vaughan,Maple,Ontario,L6A2S8,905-303-8079,43.86987,-79.5236,905-303-6121,http://hje.ycdsb.ca/
756440,B67075,Holy Name Catholic Elementary School,Catholic,Elementary,65 Spring Hill Drive,King,King City,Ontario,L7B0B6,905-833-4193,43.92978,-79.5087,905-833-5852,http://hne.ycdsb.ca/
718432,B67075,Holy Spirit Catholic Elementary School,Catholic,Elementary,315 Stone Rd,Aurora,Aurora,Ontario,L4G6Y7,905-713-6744,43.99457,-79.4493,905-713-6813,http://hst.ycdsb.ca/
721530,B67075,Immaculate Conception Catholic Elementary School,Catholic,Elementary,500 Aberdeen Ave,Vaughan,Woodbridge,Ontario,L4L5J4,905-851-8646,43.79311,-79.5706,905-851-9528,http://icn.ycdsb.ca/
726206,B67075,Light of Christ Catholic Elementary School,Catholic,Elementary,290 McClellan Way,Aurora,Aurora,Ontario,L4G6P3,905-727-2389,43.97084,-79.4846,905-727-5400,http://loc.ycdsb.ca/
737690,B67075,Notre Dame Catholic Elementary School,Catholic,Elementary,715 Kingsmere Ave,Newmarket,Newmarket,Ontario,L3X1L4,905-895-1197,44.03928,-79.4368,905-895-5001,http://nde.ycdsb.ca/
741752,B67075,Our Lady Help of Christians Catholic Elementary School,Catholic,Elementary,275 Redstone Rd,Richmond Hill,Richmond Hill,Ontario,L4S2H1,905-884-7603,43.89191,-79.3997,905-884-4023,http://olhc.ycdsb.ca/
874888,B67075,Our Lady Queen of the World CA High School,Catholic,Secondary,10475 Bayview Ave,Richmond Hill,Richmond Hill,Ontario,L4C3P2,905-770-2678,43.88646,-79.4179,905-770-8656,http://jvh.ycdsb.ca/
744026,B67075,Our Lady of Fatima Catholic Elementary School,Catholic,Elementary,191 Crofters Rd,Vaughan,Woodbridge,Ontario,L4L7G3,905-856-9378,43.81169,-79.6014,905-856-1666,http://olf.ycdsb.ca/
741744,B67075,Our Lady of Good Counsel Catholic Elementary School,Catholic,Elementary,801 Murrell Blvd,East Gwillimbury,Sharon,Ontario,L9N0P6,905-478-8642,44.10319,-79.433,905-478-4242,http://olgc.ycdsb.ca/
744484,B67075,Our Lady of Grace Catholic Elementary School,Catholic,Elementary,120 Aurora Heights Dr,Aurora,Aurora,Ontario,L4G6C4,905-727-5298,44.00086,-79.4825,905-727-5631,http://olg.ycdsb.ca/
742236,B67075,Our Lady of Hope Catholic Elementary School,Catholic,Elementary,80 Red Cardinal Trail,Richmond Hill,Richmond Hill,Ontario,L4E4B8,905-773-4799,43.95479,-79.4762,905-773-1383,http://olh.ycdsb.ca/
741710,B67075,Our Lady of the Annunciation Catholic Elementary School,Catholic,Elementary,30 Bayswater Ave,Richmond Hill,Richmond Hill,Ontario,L4E2L3,905-773-2097,43.95252,-79.448,905-773-5592,http://ola.ycdsb.ca/
748528,B67075,Our Lady of the Lake Catholic Academy High School,Catholic,Secondary,185 Glenwoods Ave,Georgina,Keswick,Ontario,L4P2W6,905-656-9142,44.21328,-79.4602,905-656-9140,http://ollh.ycdsb.ca/
748536,B67075,Our Lady of the Lake Catholic Elementary School,Catholic,Elementary,185 Glenwoods Ave,Georgina,Keswick,Ontario,L4P2W6,905-656-9142,44.21322,-79.4609,905-656-9140,http://ollh.ycdsb.ca/
732281,B67075,Our Lady of the Rosary Catholic Elementary School,Catholic,Elementary,206 Glen Shields Ave,Vaughan,Concord,Ontario,L4K1T8,905-669-9520,43.79392,-79.4814,905-669-6690,http://olr.ycdsb.ca/
766636,B67075,Pope Francis Catholic Elementary School,Catholic,Elementary,15 Secord Avenue,Vaughan,Kleinburg,Ontario,L4H3Z3,905-893-9753,43.83015,-79.6556,905-893-8782,http://pfs.ycdsb.ca/
749966,B67075,Prince of Peace Catholic Elementary School,Catholic,Elementary,181 Glenwoods Ave RR 2,Georgina,Keswick,Ontario,L4P3E9,905-476-1706,44.21274,-79.4596,905-476-1551,http://pop.ycdsb.ca/
756709,B67075,Sacred Heart Catholic High School,Catholic,Secondary,908 Lemar Rd,Newmarket,Newmarket,Ontario,L3Y1R9,905-895-9416,44.05783,-79.4409,905-895-3340,http://sahe.ycdsb.ca/
753161,B67075,San Lorenzo Ruiz Catholic Elementary School,Catholic,Elementary,840 Bur Oak Ave,Markham,Markham,Ontario,L6E0E1,905-294-7886,43.89704,-79.2826,905-202-2430,http://slr.ycdsb.ca/
822728,B67075,San Marco Catholic Elementary School,Catholic,Elementary,250 Coronation Dr,Vaughan,Woodbridge,Ontario,L4L6H3,905-850-2433,43.79081,-79.6203,905-850-2230,http://smo.ycdsb.ca/
762016,B67075,Sir Richard W Scott Catholic Elementary School,Catholic,Elementary,90 Roxbury St,Markham,Markham,Ontario,L3S3S8,905-472-4283,43.85889,-79.2468,905-472-3964,http://srws.ycdsb.ca/
765201,B67075,St Agnes of Assisi Catholic Elementary School,Catholic,Elementary,120 La Rocca Ave,Vaughan,Woodbridge,Ontario,L4H2A9,905-653-2276,43.82976,-79.5621,905-303-4646,http://saa.ycdsb.ca/
874396,B67075,St Andrew Catholic Elementary School,Catholic,Elementary,151 Forest Fountain Dr,Vaughan,Woodbridge,Ontario,L4H1S4,905-893-3213,43.8183,-79.6122,905-893-1968,http://saw.ycdsb.ca/
769606,B67075,St Angela Merici Catholic Elementary School,Catholic,Elementary,8881 Martin Grove Rd,Vaughan,Woodbridge,Ontario,L4H1C3,905-856-9431,43.80079,-79.6233,905-856-4996,http://sam.ycdsb.ca/
774049,B67075,St Anne Catholic Elementary School,Catholic,Elementary,105 Don Head Village Blvd,Richmond Hill,Richmond Hill,Ontario,L4C7N1,905-883-9775,43.8643,-79.4537,905-883-0311,http://sae.ycdsb.ca/
773689,B67075,St Anthony Catholic Elementary School,Catholic,Elementary,141 Kirk Dr,Markham,Thornhill,Ontario,L3T3L3,,43.82915,-79.4153,905-889-7420,http://say.ycdsb.ca/
765708,B67075,St Augustine Catholic High School,Catholic,Secondary,2188 Rodick Rd,Markham,Markham,Ontario,L6C1S3,905-887-6163,43.87515,-79.3578,905-887-6171,http://stau.ycdsb.ca
777161,B67075,St Benedict Catholic Elementary School,Catholic,Elementary,50 Aldergrove Dr,Markham,Unionville,Ontario,L3R7E4,905-475-9196,43.8315,-79.2905,905-475-9646,http://sbt.ycdsb.ca/
773832,B67075,St Bernadette's Catholic Elementary School,Catholic,Elementary,5279 Black River Rd,Georgina,Sutton West,Ontario,L0E1R0,905-722-0011,44.30934,-79.3683,905-722-6226,http://sbe.ycdsb.ca/
836324,B67075,St Brendan Catholic School,Catholic,Elementary,751 Hoover Park Drive,Whitchurch - Stouffville,Stouffville,Ontario,L4A0Z6,905-713-1809,43.96295,-79.2543,416-221-5051,http://sbn.ycdsb.ca/
703966,B67075,St Brigid Catholic Elementary School,Catholic,Elementary,223 Millard St,Whitchurch - Stouffville,Stouffville,Ontario,L4A5A1,905-642-5583,43.97827,-79.2428,905-642-5100,http://sbd.ycdsb.ca/
691356,B67075,St Brother André Catholic High School,Catholic,Secondary,6160 16th Ave E,Markham,Markham,Ontario,L3P3K8,905-294-7132,43.89329,-79.259,905-294-7671,http://sba.ycdsb.ca/
781460,B67075,St Catherine of Siena Catholic Elementary School,Catholic,Elementary,80 Terra Rd,Vaughan,Woodbridge,Ontario,L4L3J5,905-851-7896,43.77843,-79.5727,905-851-8162,http://scs.ycdsb.ca/
854147,B67075,St Cecilia Catholic Elementary School,Catholic,Elementary,300 Peter Rupert Avenue,Vaughan,Maple,Ontario,L6A4P3,905-832-9671,43.84949,-79.494,289-304-0725,http://sca.ycdsb.ca/
783137,B67075,St Charles Garnier Catholic Elementary School,Catholic,Elementary,16 Castlerock Dr,Richmond Hill,Richmond Hill,Ontario,L4C5H5,905-884-2162,43.85272,-79.4469,905-884-0223,http://scg.ycdsb.ca/
784303,B67075,St Clare Catholic Elementary School,Catholic,Elementary,391 Velmar Dr,Vaughan,Woodbridge,Ontario,L4L8J5,905-856-6349,43.81724,-79.5616,905-856-6643,http://sce.ycdsb.ca/
783927,B67075,St Clement Catholic Elementary School,Catholic,Elementary,40 Bainbridge Ave,Vaughan,Woodbridge,Ontario,L4L3Y1,905-851-8267,43.78542,-79.6081,905-851-5910,http://sct.ycdsb.ca/
786020,B67075,St David Catholic Elementary School,Catholic,Elementary,240 Killian Rd,Vaughan,Maple,Ontario,L6A1A8,905-832-1769,43.85799,-79.5192,905-832-1887,http://sdd.ycdsb.ca/
788082,B67075,St Edward Catholic Elementary School,Catholic,Elementary,33 Cairns Dr,Markham,Markham,Ontario,L3P7M8,905-471-9441,43.88123,-79.2791,905-471-1445,http://sed.ycdsb.ca/
788112,B67075,St Elizabeth Catholic High School,Catholic,Secondary,525 New Westminster Dr,Vaughan,Thornhill,Ontario,L4J7X3,905-882-5074,43.80334,-79.4571,905-882-1460,http://seh.ycdsb.ca/
789003,B67075,St Elizabeth Seton Catholic Elementary School,Catholic,Elementary,960 Leslie Valley Dr,Newmarket,Newmarket,Ontario,L3Y8B3,905-853-0343,44.07726,-79.4402,905-853-0340,http://ses.ycdsb.ca/
789488,B67075,St Emily Catholic Elementary School,Catholic,Elementary,60 Vellore Woods Blvd,Vaughan,Woodbridge,Ontario,L4H2K8,905-303-8898,43.83027,-79.5519,905-303-4554,http://sey.ycdsb.ca/
792306,B67075,St Francis Xavier Catholic Elementary School,Catholic,Elementary,223 Highglen Ave,Markham,Markham,Ontario,L3S1Y4,905-470-9847,43.84433,-79.2874,905-470-2225,http://sfx.ycdsb.ca/
793809,B67075,St Gabriel the Archangel Catholic Elementary School,Catholic,Elementary,91 Fiori Dr,Vaughan,Woodbridge,Ontario,L4L5S4,905-856-6557,43.79869,-79.5611,905-856-4155,http://sga.ycdsb.ca/
795887,B67075,St Gregory the Great Catholic Academy,Catholic,Elementary,140 Greenpark Blvd,Vaughan,Woodbridge,Ontario,L4L6Z6,905-856-0999,43.81038,-79.5581,905-856-0955,http://sgg.ycdsb.ca/
798495,B67075,St James Catholic Elementary School,Catholic,Elementary,171 Mast Rd,Vaughan,Maple,Ontario,L6A3J7,905-832-5521,43.85386,-79.5465,905-832-7676,http://sjs.ycdsb.ca/
799912,B67075,St Jean de Brebeuf Catholic High School,Catholic,Secondary,2 Davos Rd,Vaughan,Woodbridge,Ontario,L4H2Y1,905-653-5678,43.83485,-79.5595,905-851-3259,http://sjdbh.ycdsb.ca/
774824,B67075,St Jerome Catholic Elementary School,Catholic,Elementary,20 Bridgenorth Dr,Aurora,Aurora,Ontario,L4G7P3,905-841-9885,44.01464,-79.4526,905-727-6593,http://sje.ycdsb.ca/
801259,B67075,St Joan of Arc Catholic High School,Catholic,Secondary,1 St Joan of Arc Ave,Vaughan,Maple,Ontario,L6A1W9,905-832-5791,43.86148,-79.5198,905-832-8882,http://stjo.ycdsb.ca/
761079,B67075,St John Bosco Catholic Elementary School,Catholic,Elementary,199 Belview Ave,Vaughan,Woodbridge,Ontario,L4L5N9,905-850-3583,43.80504,-79.5573,905-850-3280,http://sjb.ycdsb.ca/
727300,B67075,St John Chrysostom Catholic Elementary School,Catholic,Elementary,800 Joe Persechini Dr,Newmarket,Newmarket,Ontario,L3X2S6,905-895-5752,44.02969,-79.4773,905-895-7411,http://sjc.ycdsb.ca/
750581,B67075,St John Paul II Catholic Elementary School,Catholic,Elementary,155 Red Maple Rd,Richmond Hill,Richmond Hill,Ontario,L4B4P9,905-709-3646,43.84508,-79.4241,905-709-3134,http://pjp.ycdsb.ca/
724220,B67075,St John XXIII Catholic Elementary School,Catholic,Elementary,125 Kreighoff Ave,Markham,Unionville,Ontario,L3R1V8,905-477-3591,43.86514,-79.3241,905-477-3288,http://j23.ycdsb.ca/
806366,B67075,St Joseph Catholic Elementary School,Catholic,Elementary,2 Glass Dr,Aurora,Aurora,Ontario,L4G2E8,905-727-3702,43.98286,-79.475,905-727-5782,http://sja.ycdsb.ca/
809381,B67075,St Joseph Catholic Elementary School,Catholic,Elementary,388 White's Hill Ave,Markham,Markham,Ontario,L6B0J3,905-471-4782,43.88301,-79.2537,905-294-4045,http://sjm.ycdsb.ca/
809489,B67075,St Joseph Catholic Elementary School,Catholic,Elementary,301 Roney Ave,Richmond Hill,Richmond Hill,Ontario,L4C2H4,905-292-7472,43.86959,-79.4178,905-884-5077,http://sjrh.ycdsb.ca/
815411,B67075,St Joseph The Worker Catholic Elementary School,Catholic,Elementary,475 Brownridge Dr,Vaughan,Thornhill,Ontario,L4J5Y6,905-738-8121,43.80119,-79.4706,905-738-5703,http://sjw.ycdsb.ca
785572,B67075,St Julia Billiart Catholic Elementary School,Catholic,Elementary,2070 Bur Oak Ave,Markham,Markham,Ontario,L6E1X5,905-471-9690,43.9031,-79.2533,905-471-8221,http://sjbt.ycdsb.ca
816450,B67075,St Justin Martyr Catholic Elementary School,Catholic,Elementary,140 Hollingham Rd,Markham,Unionville,Ontario,L3R8K4,905-474-1462,43.86794,-79.3433,905-474-0284,http://sjn.ycdsb.ca
725161,B67075,St Kateri Tekakwitha Catholic Elementary School,Catholic,Elementary,230 Fincham Ave,Markham,Markham,Ontario,L3P4B5,905-471-7431,43.89064,-79.2474,905-471-4477,http://kta.ycdsb.ca/
820733,B67075,St Luke Learning Centre,Catholic,Secondary,301 Barrhill Road,Vaughan,Maple,Ontario,L6A1J5,905-889-7169,43.81505,-79.5536,905-832-4773,http://stluke.ycdsb.ca/
821969,B67075,St Margaret Mary Catholic Elementary School,Catholic,Elementary,30 Margaret Mary Rd,Vaughan,Woodbridge,Ontario,L4L2W8,905-851-4624,43.80097,-79.5876,905-851-3935,http://smm.ycdsb.ca/
757573,B67075,St Marguerite D'Youville Catholic Elementary School,Catholic,Elementary,121 ROLLINGHILL RD,Richmond Hill,RICHMOND HILL,Ontario,L4E4L2,905-883-5995,43.91171,-79.4589,905-883-5221,http://smd.ycdsb.ca/
823430,B67075,St Mark Catholic Elementary School,Catholic,Elementary,333 Glad Park Ave,Whitchurch - Stouffville,Stouffville,Ontario,L4A1E4,905-640-8188,43.97309,-79.2594,905-640-2915,http://smk.ycdsb.ca
830437,B67075,St Mary Catholic Elementary School,Catholic,Elementary,75 Greenside Dr,King,Nobleton,Ontario,L0G1N0,905-859-3408,43.90765,-79.6461,905-859-3336,http://smy.ycdsb.ca
827169,B67075,St Mary Immaculate Catholic Elementary School,Catholic,Elementary,161 Regent St,Richmond Hill,Richmond Hill,Ontario,L4C9N9,905-884-0972,43.88285,-79.4509,905-884-5381,http://smi.ycdsb.ca
728752,B67075,St Mary of the Angels Catholic Elementary School,Catholic,Elementary,351 Vellore Park Avenue,Vaughan,Woodbridge,Ontario,L4H0E4,289-304-0723,43.85473,-79.5593,289-304-0719,http://sms.ycdsb.ca/
832383,B67075,St Matthew Catholic Elementary School,Catholic,Elementary,75 Waterbridge Lane,Markham,Unionville,Ontario,L3R4G3,905-475-7368,43.87476,-79.306,905-475-0517,http://smw.ycdsb.ca/
811780,B67075,St Maximilian Kolbe High School,Catholic,Secondary,278 Wellington Street East,Aurora,Aurora,Ontario,L4G1J5,905-727-1884,44.00309,-79.4539,905-727-5652,http://smkh.ycdsb.ca/
835048,B67075,St Michael Catholic Academy,Catholic,Elementary,41 Simonston Blvd,Vaughan,Thornhill,Ontario,L3T4R6,905-889-4817,43.81345,-79.3652,905-889-4816,http://sml.ycdsb.ca/
736888,B67075,St Michael the Archangel Catholic Elementary School,Catholic,Elementary,161 Via Campanile,Vaughan,Vaughan,Ontario,L4H3J8,905-713-1809,43.83014,-79.5762,416-221-5051,http://smal.ycdsb.ca/
835498,B67075,St Monica Catholic Elementary School,Catholic,Elementary,290 Calvert Rd,Markham,Buttonville,Ontario,L6C1V1,905-887-4892,43.87448,-79.3527,905-887-1560,http://sma.ycdsb.ca/
836273,B67075,St Nicholas Catholic Elementary School,Catholic,Elementary,480 Keith Ave,Newmarket,Newmarket,Ontario,L3X1V5,905-895-3739,44.03854,-79.4986,905-895-3777,http://sns.ycdsb.ca/
795471,B67075,St Padre Pio Catholic Elementary School,Catholic,Elementary,770 NAPA VALLEY AVE,Toronto,WOODBRIDGE,Ontario,L4H1W9,905-893-8571,43.82428,-79.6151,905-893-7082,http://spp.ycdsb.ca/
837431,B67075,St Patrick Catholic Elementary School,Catholic,Elementary,5607 Highway #7,Markham,Markham,Ontario,L3P1B6,905-294-8225,43.87021,-79.2719,905-294-1571,http://spm.ycdsb.ca/
838314,B67075,St Patrick Catholic Elementary School,Catholic,Elementary,51 Western Ave,King,Schomberg,Ontario,L0G1T0,905-939-2782,44.00108,-79.6875,905-939-7753,http://sps.ycdsb.ca/
843067,B67075,St Paul Catholic Elementary School,Catholic,Elementary,140 William Roe Blvd,Newmarket,Newmarket,Ontario,L3Y1B2,905-895-7468,44.0413,-79.4708,905-895-4122,http://spl.ycdsb.ca/
845531,B67075,St Peter Catholic Elementary School,Catholic,Elementary,120 Andrew Park Cres,Vaughan,Woodbridge,Ontario,L4L1G2,905-851-3369,43.7791,-79.6061,905-851-2871,http://spr.ycdsb.ca/
814080,B67075,St Raphael the Archangel Catholic Elementary School,Catholic,Elementary,131 Ravineview Drive,Aurora,Maple,Ontario,L4G0M1,289-304-0718,43.8915,-79.5145,289-304-0715,http://sra.ycdsb.ca/
848832,B67075,St Rene Goupil-St Luke Catholic Elementary School,Catholic,Elementary,135 Green Lane,Markham,Thornhill,Ontario,L3T6K7,905-881-2310,43.82408,-79.3877,905-881-2300,http://srg.ycdsb.ca/
849626,B67075,St Robert Catholic High School,Catholic,Secondary,8101 Leslie St,Markham,Thornhill,Ontario,L3T7P4,905-889-8083,43.8346,-79.3796,905-889-4982,http://stro.ycdsb.ca/
851167,B67075,St Stephen Catholic Elementary School,Catholic,Elementary,451 Napa Valley Ave,Vaughan,Woodbridge,Ontario,L4H1Y8,905-893-2302,43.82062,-79.6253,905-893-7557,http://ssn.ycdsb.ca/
852546,B67075,St Theresa of Lisieux Catholic High School,Catholic,Secondary,230 Shaftsbury Avenue,Richmond Hill,Richmond Hill,Ontario,L4C0E8,905-787-8678,43.89512,-79.46619,905-787-1407,http://stlh.ycdsb.ca/
864080,B67075,St Thomas Aquinas Catholic Elementary School,Catholic,Elementary,262 Old Homestead Road,Georgina,Keswick,Ontario,L4P3C8,905-476-7785,44.24908,-79.4821,905-476-7784,http://sta.ycdsb.ca/
